Proj_Date,BOM_Quant
2023-09-10,20.64
2023-09-17,20.64
2023-09-24,7.0
2023-10-01,16.0
2023-10-08,11.5
2023-10-15,17.0
2023-10-22,16.5
2023-10-29,17.0
2023-11-05,17.0
2023-11-12,16.833333333333332
2023-11-19,17.0
2023-11-26,17.0
2023-12-03,16.944444444444443
2023-12-10,17.0
2023-12-17,17.0
2023-12-24,16.98148148148148
2023-12-31,17.0
2024-01-07,17.0
2024-01-14,16.993827160493826
2024-01-21,17.0
2024-01-28,17.0
2024-02-04,16.997942386831273
2024-02-11,17.0
2024-02-18,17.0
2024-02-25,16.999314128943755
2024-03-03,175.0
2024-03-10,175.0
2024-03-17,175.0
2024-03-24,2.0
2024-03-31,120.0
2024-04-07,61.0
2024-04-14,61.0
2024-04-21,120.0
2024-04-28,6.0
2024-05-05,6.0
2024-05-12,12.0
2024-05-19,6.0
2024-05-26,9.0
2024-06-02,9.0
2024-06-09,6.0
2024-06-16,32.0
2024-06-23,64.0
2024-06-30,48.0
2024-07-07,48.0
2024-07-14,210.0
2024-07-21,4.0
2024-07-28,47.0
2024-08-04,200.0
2024-08-11,4.0
2024-08-18,83.66666666666667
2024-08-25,102.0
2024-09-01,4.0
2024-09-08,63.22222222222223
2024-09-15,53.0
2024-09-22,4.0
2024-09-29,40.074074074074076
2024-10-06,28.5
2024-10-13,1.0
2024-10-20,1.0
2024-10-27,1.0
2024-11-03,12.0
2024-11-10,6.5
2024-11-17,17.0
2024-11-24,14.5
2024-12-01,350.0
2024-12-08,60.0
2024-12-15,205.0
2024-12-22,113.69
2024-12-29,86.845
2025-01-05,113.69
2025-01-12,60.0
2025-01-19,60.0
2025-01-26,60.0
2025-02-02,105.5
2025-02-09,105.5
2025-02-16,105.5
2025-02-23,7.0
2025-03-02,7.0
2025-03-09,122.0
2025-03-16,64.5
2025-03-23,50.0
2025-03-30,86.0
2025-04-06,250.0
