Proj_Date,BOM_Quant
2023-09-27,12.0
2023-10-12,392.0
2023-10-27,119.0
2023-11-11,0.0
2023-11-26,8.0
2023-12-11,0.0
2023-12-26,0.0
2024-01-10,4.0
2024-01-25,0.0
2024-02-09,1602.0
2024-02-24,18.0
2024-03-10,203.0
2024-03-25,394.0
2024-04-09,0.0
2024-04-24,14.0
2024-05-09,459.0
2024-05-24,1200.0
2024-06-08,395.0
2024-06-23,62.0
2024-07-08,277.0
2024-07-23,19249.85
2024-08-07,1007.0
2024-08-22,763.0
2024-09-06,142.0
2024-09-21,4155.0
2024-10-06,156.0
2024-10-21,107.0
2024-11-05,328.49
2024-11-20,100.0
2024-12-05,1078.0
2024-12-20,0.0
2025-01-04,626.0
2025-01-19,98.6
2025-02-03,1066.0
2025-02-18,237.0
2025-03-05,18.0
2025-03-20,396.0
2025-04-04,231.0
2025-04-19,2.0
